"Data Source","Human Capital Index",

"Last Updated Date","2020-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Thailand","THA","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.584985315799713","","","","","","","0.604","0.616861402988434","","0.609310984611511",
"Tajikistan","TJK","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","0.533","0.542126297950745","","0.504116356372833",
"Turkmenistan","TKM","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","","","","",
"Timor-Leste","TLS","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.410665601491928","","","","","","","0.434","0.453051894903183","","0.454314529895783",
"Tonga","TON","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","0.512","0.518034160137177","","0.531120657920837",
"Trinidad and Tobago","TTO","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.550520300865173","","","","","","","0.613","0.602326810359955","","0.603487730026245",
"Tunisia","TUN","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.525214314460754","","","","","","","0.508","0.509609520435333","","0.516809940338135",
"Turkey","TUR","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.627476394176483","","","","","","","0.626","0.625309884548187","","0.649261832237244",
"Tuvalu","TUV","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","0.554","0.440525650978088","","0.447577118873596",
"Tanzania","TZA","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","0.4","0.386261075735092","","0.389834702014923",
"Uganda","UGA","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.34381103515625","","","","","","","0.382","0.382125794887543","","0.384176582098007",
"Ukraine","UKR","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.632588565349579","","","","","","","0.647","0.642378509044647","","0.631387114524841",
"Uruguay","URY","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.590905249118805","","","","","","","0.6","0.602367758750916","","0.59876024723053",
"United States","USA","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.691508173942566","","","","","","","0.762","0.713683247566223","","0.701764345169067",
"Uzbekistan","UZB","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","","","","0.622805714607239",
"St. Vincent and the Grenadines","VCT","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","","0.535864591598511","","0.533341825008392",
"Venezuela, RB","VEN","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","","","","",
"British Virgin Islands","VGB","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","","","","",
"Vietnam","VNM","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.656642436981201","","","","","","","0.666","0.687239348888397","","0.689964532852173",
"Vanuatu","VUT","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","0.471","0.444750398397446","","0.454658538103104",
"Samoa","WSM","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","","0.522394239902496","","0.548421680927277",
"Kosovo","XKX","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","0.56","0.569061994552612","","0.567331731319427",
"Yemen, Rep.","YEM","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","0.369","0.372636258602142","","0.372784405946732",
"South Africa","ZAF","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.425338327884674","","","","","","","0.406","0.422549337148666","","0.425453394651413",
"Zambia","ZMB","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","","","","","","","","0.396","0.39117556810379","","0.396927535533905",
"Zimbabwe","ZWE","Human Capital Index (HCI) (scale 0-1)","HD.HCI.OVRL","0.410365521907806","","","","","","","0.441","0.461241573095322","","0.46689310669899",
